1.36714	6.97766	-7.92695	-0.349179	146.857	116.875	-11.3182-7.96075e+07	0
1.6328	-4.78932	6.03774	0.12443	-153.191	-150.218	11.2719-9.02345e+07	0
2.94566	13.5239	3.52571	-0.099099	-45.9475	178.324	-3.74352-9.6656e+07	0
1.4305	6.75695	-0.572388	0.191968	7.41247	219.552	2.5034-8.22737e+07	0
1.482	-4.6965	0.396275	0.0397312	-9.26478	-208.419	-12.9276-8.40651e+07	0
1.53477	-5.83487	-0.604192	0.00943686	48.4551	-260.133	-0.395554-8.82454e+07	0
1.41872	3.21735	1.09142	-0.0911488	-52.6541	204.914	8.8791-7.86964e+07	0
1.61295	-7.29236	-0.405551	-0.0854166	35.4503	-222.325	4.81027-8.97114e+07	0
1.71377	2.81333	-14.7957	0.0452144	180.515	68.5204	9.88863-9.59968e+07	0
1.31028	-5.03711	-3.60664	0.0898051	146.073	-157.556	0.790103-6.31637e+07	0
1.30892	-1.62671	3.06312	-0.0527275	-184.418	-61.8059	11.9241-5.78096e+07	0
1.54517	-2.59327	-5.87469	-0.134933	187.698	-96.4697	-3.76727-8.72518e+07	0
1.3667	0.449856	9.05112	0.190201	-218.257	17.2511	2.07358-7.81913e+07	0
1.35847	-5.51827	-4.0486	0.0219358	131.719	-192.964	-4.57863-7.44521e+07	0
1.72355	1.08306	14.3005	-0.207139	-219.302	48.5909	-18.1164-9.4021e+07	0
1.36974	-5.99298	1.99106	0.0595676	-74.0826	-209.971	-18.8021-7.54942e+07	0
1.71858	5.67435	-2.87421	-0.084957	102.319	197.67	2.44986-9.09521e+07	0
2.0193	5.75256	-5.40517	0.158301	167.01	190.81	4.63772-9.37071e+07	0
1.99105	7.16897	0.0779736	0.0993749	0.855349	251.621	0.0752408-9.34322e+07	0
1.46909	1.55773	3.86928	-0.00426509	-191.9	62.1644	7.58912-8.25971e+07	0
1.8581	8.58618	-0.0195039	0.218584	22.4749	209.88	21.9313-9.29073e+07	0
1.73825	3.96061	4.01283	0.014761	-132.862	125.371	-1.50287-9.12774e+07	0
1.62153	1.59517	-6.77037	-0.0158198	232.169	81.0939	-2.48279-8.98122e+07	0
1.53265	0.963885	-3.40961	0.0507656	190.036	88.4794	2.22447-8.5981e+07	0
1.47496	-3.37146	2.66834	0.0170632	-109.965	-148.567	7.06492-8.33298e+07	0
1.47686	-10.2835	2.11269	-0.0267246	-72.0571	-199.643	5.94134-8.72439e+07	0
1.55983	2.46049	-4.96135	-0.160182	161.337	78.7715	-2.1205-8.72445e+07	0
1.35985	-3.36806	2.91151	-0.104508	-138.125	-163.397	2.60535-7.29209e+07	0
1.3187	-3.76664	1.45998	-0.213773	-96.227	-193.534	1.09922-6.27007e+07	0
1.33667	2.08002	-5.82065	-0.0919667	219.74	61.3532	-13.6419-6.97065e+07	0
