0    40.620  -0.140  10.000 12500.00  2.200  0.003  0 
0    41.910   0.087   6.000  20.00  8.000  0.010    0
0    42.290   3.060   0.010  25.00  0.550  0.010    0
0    43.160   0.010   3.500  20.00  8.500  0.020    0
0    43.480  54.490   0.380   0.00  0.340  0.010    0
0    43.780  -0.135   6.000  20.00  2.600  0.020    0
0    44.830   0.990   1.950   0.00  0.600  0.010    0
0    47.580   0.450   5.010   0.00  4.000  0.010    0
0    49.400 -70.190   0.010  35.00  0.200  0.010    0
0    51.880  -2.460   0.110 100.00  3.770  0.010    0
0    53.720  -1.310   0.160 100.00  4.430  0.010    0
0    55.280   2.930   0.060 100.00  1.300  0.010    0
0    55.330  -3.500   0.010  25.00  0.700  0.010    0
0    55.570   0.640   0.110 100.00  1.390  0.010    0
0    55.610  -3.000   0.160 100.00  5.120  0.010    0
0    55.780   3.500   0.010  25.00  0.560  0.010    0
0    61.110 -16.840   0.010 100.00  1.210  0.010    0
0    62.320   0.590   0.230 100.00  2.460  0.010    0
0    65.010 -27.310   0.789   0.00  2.000  0.010    0
0    65.920   0.770   0.010  10.00  0.360  0.010    0
0    68.100  -3.980   0.010  30.00  0.620  0.010    0
0    68.770   2.820   0.030  30.00  1.580  0.010    0
0    69.010   0.020   0.060 100.00  2.410  0.010    0
0    70.700   5.050   0.130 100.00  2.380  0.010    0
0    70.950  14.200   0.010  25.00  1.110  0.010    0
0    71.160  -0.088   1.500  20.00  2.350  0.010    0
0    71.400  -3.100   0.350  20.00  2.350  0.010    0
0    73.100  -2.400   0.800  20.00  2.350  0.010    0
0    74.040   0.356   0.900  20.00  2.350  0.010    0
0    74.140  -1.010   2.200  20.00  2.350  0.010    0
0    74.180   2.610   1.900  20.00  2.350  0.010    0
0    74.600  -8.040   0.900  20.00  2.350  0.010    0
0    74.900   1.200   0.600  20.00  2.200  0.010    0
0    75.780   2.190   0.950  20.00  2.350  0.010    0
0    76.800   4.300   1.000  20.00  2.350  0.010    0
0    78.900  -5.100   0.100  20.00  2.350  0.020    0
0    79.130  -5.590   0.070 100.00  2.110  0.010    0
0    79.850   0.699   3.500  20.00  2.350  0.020    0
0    81.800   0.637   3.500  20.00  2.400  0.020    0
0    83.870 -64.080   0.120   0.00  0.460  0.010    0
0    85.430   2.110  10.000  20.00  2.000  0.010    0
0    86.080  23.820   0.010  40.00  0.840  0.010    0
0    86.140 -21.730   0.500   1.00  2.000  0.020    0
0    89.000  -1.270   0.850   0.00  1.590  0.010    0
0    90.370   7.308   5.000  20.00  2.000  0.010    0
0    90.490 -11.340   0.010 100.00  1.560  0.010    0
0    91.330  52.290   0.010 100.00  0.490  0.010    0
0    91.360 -42.360   0.420   0.00  0.580  0.010    0
0    95.830 -36.070   0.280   0.00  0.570  0.010    0
0    97.720 -26.660   0.010 100.00  1.420  0.010    0
0    98.380  -7.600   0.230   0.00  1.170  0.010    0
0   108.640   6.840   0.010  60.00  0.940  0.010    0
0   109.870   2.102   0.600  20.00  0.600  0.020    0
0   110.420 -69.810   0.140   0.00  0.240  0.010    0
0   111.540   0.774   0.500  20.00  3.400  0.020    0
0   133.950   1.058  10.000 320.00  2.200  0.020    0
0   135.700   2.400   0.900  20.00  2.200  0.010    0
0   145.000  -1.220   0.190   0.00  0.540  0.010    0
0   148.190   0.810   0.910   0.00  0.630  0.010    0
